properties{
  x = 0,
  y = 0,
  width = 256,
  height = 512,
  min_layer = 0,
  max_layer = 2,
  tileset = "dungeon/dark_brown",
  music = "great_fairy",
}

tile{
  layer = 1,
  x = 16,
  y = 32,
  width = 224,
  height = 464,
  pattern = "ceiling.2",
}

tile{
  layer = 1,
  x = 112,
  y = 464,
  width = 96,
  height = 8,
  pattern = "floor_small.1",
}

tile{
  layer = 1,
  x = 48,
  y = 64,
  width = 160,
  height = 80,
  pattern = "floor.16-1",
}

tile{
  layer = 1,
  x = 40,
  y = 32,
  width = 176,
  height = 24,
  pattern = "wall.1-3",
}

tile{
  layer = 1,
  x = 16,
  y = 56,
  width = 24,
  height = 96,
  pattern = "wall.3-3",
}

tile{
  layer = 1,
  x = 216,
  y = 56,
  width = 24,
  height = 416,
  pattern = "wall.4-3",
}

tile{
  layer = 1,
  x = 40,
  y = 152,
  width = 128,
  height = 24,
  pattern = "wall.2-3",
}

tile{
  layer = 1,
  x = 160,
  y = 176,
  width = 24,
  height = 176,
  pattern = "wall.3-3",
}

tile{
  layer = 1,
  x = 104,
  y = 352,
  width = 64,
  height = 24,
  pattern = "wall.1-3",
}

tile{
  layer = 1,
  x = 80,
  y = 376,
  width = 24,
  height = 96,
  pattern = "wall.3-3",
}

tile{
  layer = 1,
  x = 104,
  y = 472,
  width = 112,
  height = 24,
  pattern = "wall.2-3",
}

tile{
  layer = 1,
  x = 16,
  y = 32,
  width = 24,
  height = 24,
  pattern = "wall.corner.1-3",
}

tile{
  layer = 1,
  x = 216,
  y = 32,
  width = 24,
  height = 24,
  pattern = "wall.corner.2-3",
}

tile{
  layer = 1,
  x = 16,
  y = 152,
  width = 24,
  height = 24,
  pattern = "wall.corner.3-3",
}

tile{
  layer = 1,
  x = 160,
  y = 152,
  width = 24,
  height = 24,
  pattern = "wall.corner_reverse.3-3b",
}

tile{
  layer = 1,
  x = 80,
  y = 352,
  width = 24,
  height = 24,
  pattern = "wall.corner.1-3",
}

tile{
  layer = 1,
  x = 160,
  y = 352,
  width = 24,
  height = 24,
  pattern = "wall.corner_reverse.1-3b",
}

tile{
  layer = 1,
  x = 80,
  y = 472,
  width = 24,
  height = 24,
  pattern = "wall.corner.3-3",
}

tile{
  layer = 1,
  x = 216,
  y = 472,
  width = 24,
  height = 24,
  pattern = "wall.corner.4-3",
}

tile{
  layer = 1,
  x = 56,
  y = 72,
  width = 64,
  height = 64,
  pattern = "water_shallow",
}

tile{
  layer = 1,
  x = 56,
  y = 64,
  width = 64,
  height = 8,
  pattern = "water_shallow.1",
}

tile{
  layer = 1,
  x = 48,
  y = 72,
  width = 8,
  height = 64,
  pattern = "water_shallow.3",
}

tile{
  layer = 1,
  x = 120,
  y = 72,
  width = 8,
  height = 64,
  pattern = "water_shallow.4",
}

tile{
  layer = 1,
  x = 56,
  y = 136,
  width = 64,
  height = 8,
  pattern = "water_shallow.2",
}

tile{
  layer = 1,
  x = 48,
  y = 64,
  width = 8,
  height = 8,
  pattern = "water_shallow.corner.1",
}

tile{
  layer = 1,
  x = 120,
  y = 64,
  width = 8,
  height = 8,
  pattern = "water_shallow.corner.2",
}

tile{
  layer = 1,
  x = 48,
  y = 136,
  width = 8,
  height = 8,
  pattern = "water_shallow.corner.3",
}

tile{
  layer = 1,
  x = 120,
  y = 136,
  width = 8,
  height = 8,
  pattern = "water_shallow.corner.4",
}

tile{
  layer = 1,
  x = 112,
  y = 384,
  width = 96,
  height = 80,
  pattern = "floor.16-1",
}

tile{
  layer = 1,
  x = 192,
  y = 144,
  width = 16,
  height = 240,
  pattern = "floor.16-1",
}

tile{
  layer = 1,
  x = 40,
  y = 56,
  width = 8,
  height = 96,
  pattern = "floor_small.1",
}

tile{
  layer = 1,
  x = 48,
  y = 56,
  width = 160,
  height = 8,
  pattern = "floor_small.1",
}

tile{
  layer = 1,
  x = 48,
  y = 144,
  width = 144,
  height = 8,
  pattern = "floor_small.1",
}

tile{
  layer = 1,
  x = 208,
  y = 56,
  width = 8,
  height = 416,
  pattern = "floor_small.1",
}

tile{
  layer = 1,
  x = 184,
  y = 152,
  width = 8,
  height = 224,
  pattern = "floor_small.1",
}

tile{
  layer = 1,
  x = 104,
  y = 376,
  width = 88,
  height = 8,
  pattern = "floor_small.1",
}

tile{
  layer = 1,
  x = 104,
  y = 384,
  width = 8,
  height = 88,
  pattern = "floor_small.1",
}

tile{
  layer = 1,
  x = 112,
  y = 464,
  width = 96,
  height = 8,
  pattern = "wall_border.2-3",
}

tile{
  layer = 1,
  x = 112,
  y = 464,
  width = 32,
  height = 8,
  pattern = "door_main.2.floor.1-3",
}

tile{
  layer = 1,
  x = 120,
  y = 472,
  width = 16,
  height = 16,
  pattern = "door_main.2-3",
}

tile{
  layer = 1,
  x = 136,
  y = 472,
  width = 8,
  height = 16,
  pattern = "door_main.2.support.2-3",
}

tile{
  layer = 1,
  x = 112,
  y = 472,
  width = 8,
  height = 16,
  pattern = "door_main.2.support.1-3",
}

tile{
  layer = 1,
  x = 120,
  y = 488,
  width = 16,
  height = 16,
  pattern = "floor.6-1",
}

tile{
  layer = 1,
  x = 120,
  y = 504,
  width = 16,
  height = 8,
  pattern = "barrier.1-1",
}

tile{
  layer = 1,
  x = 112,
  y = 488,
  width = 8,
  height = 16,
  pattern = "barrier.2-1",
}

tile{
  layer = 1,
  x = 136,
  y = 488,
  width = 8,
  height = 16,
  pattern = "barrier.2-1",
}

tile{
  layer = 1,
  x = 104,
  y = 384,
  width = 8,
  height = 80,
  pattern = "wall_border.3-3",
}

tile{
  layer = 1,
  x = 104,
  y = 464,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.3-3",
}

tile{
  layer = 1,
  x = 104,
  y = 376,
  width = 80,
  height = 8,
  pattern = "wall_border.1-3",
}

tile{
  layer = 1,
  x = 104,
  y = 376,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.1-3",
}

tile{
  layer = 1,
  x = 208,
  y = 64,
  width = 8,
  height = 400,
  pattern = "wall_border.4-3",
}

tile{
  layer = 1,
  x = 208,
  y = 464,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.4-3",
}

tile{
